1814,47.033852,29.438410
1814,47.033914,29.438315
1815,47.033976,29.438219
1815,47.034038,29.438124
1815,47.034100,29.438028
1815,47.034162,29.437932
1815,47.034224,29.437837
1815,47.034286,29.437741
1815,47.034348,29.437646
1815,47.034410,29.437550
1815,47.034472,29.437454
1815,47.034534,29.437359
1815,47.034596,29.437263
1815,47.034658,29.437168
1816,47.034720,29.437072
1816,47.034782,29.436976
1816,47.034844,29.436881
1816,47.034906,29.436785
1816,47.034968,29.436690
1816,47.035030,29.436594
1816,47.035092,29.436498
1816,47.035154,29.436403
1816,47.035216,29.436307
1816,47.035278,29.436212
1816,47.035340,29.436116
1816,47.035402,29.436020
1816,47.035464,29.435925
1817,47.035526,29.435829
1817,47.035588,29.435734
1817,47.035650,29.435638
1817,47.035712,29.435542
1817,47.035774,29.435447
1817,47.035836,29.435351
1817,47.035898,29.435256
1817,47.035960,29.435160
1817,47.035960,29.435160
1821,47.036060,29.435000
1821,47.036060,29.435000
1825,47.036080,29.434970
1825,47.036080,29.434970
1825,47.036142,29.434874
1826,47.036203,29.434778
1826,47.036265,29.434682
1826,47.036327,29.434586
1826,47.036388,29.434489
1826,47.036450,29.434393
1827,47.036512,29.434297
1827,47.036573,29.434201
1827,47.036635,29.434105
1827,47.036697,29.434009
1828,47.036758,29.433913
1828,47.036820,29.433817
1828,47.036882,29.433721
1828,47.036943,29.433624
1828,47.037005,29.433528
1829,47.037067,29.433432
1829,47.037128,29.433336
1829,47.037190,29.433240
1829,47.037190,29.433240
1829,47.037253,29.433143
1829,47.037317,29.433047
1830,47.037380,29.432950
1830,47.037443,29.432853
1830,47.037507,29.432757
1830,47.037570,29.432660
1830,47.037633,29.432563
1830,47.037697,29.432467
1831,47.037760,29.432370
1831,47.037823,29.432273
1831,47.037887,29.432177
1831,47.037950,29.432080
1831,47.038013,29.431983
1831,47.038077,29.431887
1832,47.038140,29.431790
1832,47.038203,29.431693
1832,47.038267,29.431597
1832,47.038330,29.431500
1832,47.038393,29.431403
1832,47.038457,29.431307
1833,47.038520,29.431210
1833,47.038583,29.431113
1833,47.038647,29.431017
1833,47.038710,29.430920
1833,47.038710,29.430920
1834,47.038777,29.430816
1834,47.038844,29.430711
1835,47.038911,29.430607
1835,47.038979,29.430503
1836,47.039046,29.430399
1837,47.039113,29.430294
1837,47.039180,29.430190
1837,47.039180,29.430190
1837,47.039244,29.430092
1837,47.039307,29.429994
1838,47.039371,29.429897
1838,47.039435,29.429799
1838,47.039499,29.429701
1838,47.039562,29.429603
1838,47.039626,29.429506
1838,47.039690,29.429408
1838,47.039753,29.429310
1839,47.039817,29.429212
1839,47.039881,29.429114
1839,47.039944,29.429017
1839,47.040008,29.428919
1839,47.040072,29.428821
1839,47.040136,29.428723
1839,47.040199,29.428626
1840,47.040263,29.428528
1840,47.040327,29.428430
1840,47.040390,29.428332
1840,47.040454,29.428234
1840,47.040518,29.428137
1840,47.040581,29.428039
1840,47.040645,29.427941
1841,47.040709,29.427843
1841,47.040773,29.427746
